alpha,beta,theta,delta,label
13.88984059201449,17.956120881199517,7.171907047071427,2.90497928614539,house
15.958414156162993,16.639303672794327,8.359351438105884,3.9343304321846686,tree
10.653115776093314,19.570079490670285,4.920204444554294,2.30535755670977,car
12.55273255427854,25.15237290369548,6.065172375682393,3.050178104396343,bike
8.736540778009028,15.408910353261366,4.303374093122503,1.293420852969845,phone
14.78519665106032,18.266742016877153,6.832010470272897,3.430019060463294,house
15.714277508453186,16.03014017658562,7.932592309429084,3.8948803411542663,tree
10.242479040476622,20.772732224296085,5.108472113285746,2.3935343240169042,car
11.215443575432984,24.742851278333337,5.858420519451386,3.1171140670507946,bike
8.330266323031639,14.84205362950312,4.011972494889138,1.115538552473375,phone
14.07296946949737,17.197692709918826,7.485502506577532,3.3621856841434385,house
16.28430935049467,16.654997822351504,8.166840710110707,4.09815530078411,tree
10.891414273244585,20.59083859006055,5.470430527064569,2.4817652497064997,car
12.969515494492487,25.805475705487034,5.62933857624533,2.9291461401588252,bike
7.944845673051232,15.831198226763423,4.406007337214488,1.4308389601366098,phone
14.030600562131625,17.21010420916827,6.700304962322339,3.0625498787388086,house
15.101632651210107,16.971596064949313,7.655210534692551,4.105797926441602,tree
9.816035368632033,19.727940256772055,5.433653816465674,2.0343155241310997,car
11.526604581052032,24.745337368837532,6.4129689552574645,2.9452651831023275,bike
8.055969286435637,15.823740806108209,3.8508562284584316,1.3397363068244363,phone
14.98181621430173,18.4400078969691,6.598788784602833,3.3085651711337976,house
15.589162321632317,16.171641676827054,8.190384471875571,4.182922683901863,tree
9.197006851892375,20.375796484646564,4.628826413931894,2.2263458042982127,car
11.612052146235365,24.024463835876233,5.951856515146573,2.7516897524355017,bike
7.048076603198666,14.960268527751888,4.485616452345289,0.9473168224167623,phone
13.889287269014357,17.638189505762362,7.419584423168823,3.320601156644272,house
15.311170342295133,16.026657656024685,8.43224027428465,4.368249276361708,tree
9.767160551331148,19.050850301405294,5.044938346962075,2.46453922346428,car
12.662583188533558,24.98707651180212,5.55805426919788,2.622539379573431,bike
7.50884285061129,14.901230788154223,4.029978922296826,1.1548976290153514,phone
13.934904418264022,17.537002943763206,6.82375094345072,2.993972510653462,house
16.578093243138408,16.48530996138368,8.433659590532347,4.041834563553726,tree
10.833066134785362,19.864728877858596,4.707077787505469,1.8873207776310856,car
11.741338010930015,25.78564195452094,5.8061625551495215,2.80839163671561,bike
7.673026295558297,14.472156959431388,4.0599502195395045,1.0912608207801027,phone
13.493267156105984,18.092760069615732,7.450383661047607,3.2014958971146066,house
16.491745605204756,17.44963113688661,8.31306213348834,4.334417574217984,tree
9.132789448525413,19.571660451959268,5.099974761116098,1.809130383366163,car
11.085617730361498,24.442765521002617,5.909724975394907,3.2390738391457856,bike
8.615577993722342,15.038444556904727,3.863889338233937,1.2690458776816675,phone
14.943417342724304,18.290392613847352,7.342561269083061,3.3736031691071156,house
15.589047347217923,17.282063445189433,7.781538992912739,3.536403632151824,tree
9.947017372200879,19.95181411974977,5.205582729071448,2.455513662259217,car
12.771848971894203,25.416091899742963,5.7885735384724235,3.1004310751733355,bike
8.469421359263421,15.187098499926156,4.080446942583126,1.4107631678512447,phone
13.316142662617711,17.616613801845975,7.416257005055151,3.2391902037359355,house
16.145908574246906,17.1214072467087,8.24284382880729,3.8371972612722387,tree
10.008341473940783,19.827467883056098,5.2467653276922155,2.4503380585158654,car
11.469054278781787,25.534611721682595,5.749221408536309,2.6801990987146707,bike
7.161198896236361,15.096519726487948,4.208728882806145,0.8744377609370417,phone
13.079449331033926,18.354337916458043,7.104351784669225,3.4575105213390716,house
16.810472978604672,16.206149017463407,8.108884114442548,4.0850302366556726,tree
9.903104976036023,20.870424087840107,5.068335311902221,2.227588080462864,car
12.41529107226488,25.91392159573725,6.391487473349812,3.0914942236175142,bike
7.925361102307569,14.953404272477401,4.134939134910732,1.1059509481839753,phone
13.504108256076597,17.22976371471966,7.345564399137913,3.0780374551642735,house
15.328002937184849,16.39623349529559,8.265400245861057,4.176002073646249,tree
9.456457945820723,19.40711843126756,4.999607629809755,2.03864342386869,car
11.407888614905298,24.043767549771918,6.42420830765104,3.416082249252472,bike
8.766199224202936,14.22915656206504,3.7510301720697488,0.8398190217892008,phone
13.172650159715513,17.41214577666231,7.46373193252983,3.472198575076373,house
15.891411809987092,16.617553963611627,7.757575009028304,3.520109188338335,tree
10.985973484064823,19.408105182497337,4.77770267047808,2.1911873797184986,car
12.160381781535715,24.217098192665983,5.748601330027784,2.8213428863954193,bike
8.679199559147234,15.238101689154222,3.54229739849385,1.39800090226194,phone
14.84874432722674,18.00026365256232,7.31436584889506,3.274563371674624,house
16.828460596836024,16.992521306002182,8.084532063797159,4.106185800303153,tree
9.723766735374237,20.38251331982075,5.043364641628962,2.0361811757589394,car
11.425284239175104,25.648819566191982,6.0652994360187344,2.8299450546503424,bike
8.47639950465927,14.234566876136482,4.062377653577517,0.980338251095648,phone
13.867506831318888,18.01962160945231,6.584454995289557,3.2536695396745015,house
15.538970565579895,17.642359525923073,8.448947957771825,3.860742855890069,tree
9.647519319383987,20.49780638623334,4.563936431935006,2.400065714663543,car
11.141952943119989,25.392434557998445,6.399488294314846,3.4887163264904344,bike
8.693781668936621,14.674274031842716,3.822241359147395,1.4247796226728369,phone
14.909885248288825,18.041709461610274,6.990664894932006,2.8228319094614056,house
15.484402271971861,17.77370088201869,8.374327272871957,4.4444067674814915,tree
10.03649089408224,19.33164528677552,4.937953605150662,2.4604632256397525,car
11.347033802593936,25.778334289891852,5.879887727880807,3.1951616720661375,bike
8.97858000462385,15.797529999548637,4.181137435664812,1.1297713372336244,phone
13.133235836048694,18.966708320610547,7.096577314605447,3.268932945413036,house
15.9415195815876,17.740462223195543,8.078106746364954,3.933984514163969,tree
10.380720232640904,19.80729662248125,4.549521626532864,2.137624863888382,car
11.109050689059709,24.432334885441172,6.080722850387595,2.9929271760825533,bike
7.8381040783180005,14.012975146178292,3.719592171443446,1.2728581582947642,phone
14.208018105011734,18.668922362951722,7.214086416345835,2.82722570744032,house
15.026850661793608,17.577495612319595,7.561856508560672,3.7552785216588465,tree
10.458831683303917,19.271470276382335,5.0156794585364,2.175698911961063,car
12.270480738107633,24.462206609665138,5.939910748362638,2.9794759370843167,bike
8.051481645020008,14.064564908788673,3.7114965775868174,1.029904544807685,phone
14.822287378697169,18.386135947069622,6.519860237985111,3.0528306013539694,house
15.181764746256654,17.163509692664377,8.069649521276833,4.030704305648593,tree
10.074703114295485,20.00115800095198,4.978852785683778,2.462578594633883,car
12.739136328716876,24.434772208104437,6.070198037316405,2.5272372822855917,bike
7.8355236104907515,15.122578867621401,3.784403158109058,0.8356813764314959,phone
13.97462919355888,17.87310225977109,7.275910255718747,2.929732064384872,house
15.117855746696168,16.416654996833856,7.644539562447443,4.444062125549506,tree
10.502864103065193,19.62922650688038,4.704085231224474,2.2978327252084996,car
12.67782282904258,25.92322772098365,5.67913733399917,3.3444765883984116,bike
8.793947578780609,14.757606502617364,3.6987416724716957,0.8294436663138315,phone
13.385016942431744,17.15160452851098,6.656754952305051,2.8826879292141636,house
15.697115026488232,17.014809941023955,8.177813219639294,4.4958971459731885,tree
10.61331387546677,19.816604961329208,5.138116861716285,2.4620498211425597,car
12.893837325247159,24.65665446727185,5.975866959276013,2.616875803922918,bike
7.808023198410098,15.378880230137332,3.987482304258087,0.8754780133532731,phone
13.975790108990072,18.589428597670846,6.876791238435447,2.8468903055022,house
15.150090868195496,16.98112344153156,7.903396166800258,4.344637507642588,tree
9.554293793116692,19.251938456756758,4.93145718052705,1.8901947177305036,car
12.429537935423404,24.827052565509558,6.196175698177904,2.649197811058631,bike
7.425125428673794,15.807199176736766,4.083588978061785,0.9986059267355041,phone
14.512808587013048,17.3968597487022,7.176886435585325,3.3629444483662967,house
15.420706305173503,16.426095393502198,8.109292525903907,4.477068453810571,tree
9.367851546660324,19.616176276441276,5.476258997682533,1.9233295687784167,car
12.856845134385084,24.684779629770688,6.330614119347249,2.890627390515354,bike
7.12928349130408,14.612496262913517,3.716008377133981,1.2743895373620362,phone
14.121194443789,17.22732508293276,7.43941308934507,2.970015778486969,house
15.88571959936656,16.43779503884799,8.457451613906498,3.984013798801721,tree
10.1182893829033,20.977918808400844,5.403878203498516,2.088858807565435,car
12.59378420786024,25.44901212668147,6.486583472304928,3.2224617049412476,bike
8.118792822389382,14.563294464457542,4.152757106603594,0.9010665080643078,phone
13.736985639729696,17.073253557052926,6.663511812744524,3.128614333774058,house
15.372718349309087,17.547118979154895,7.981867024055417,3.6572279761649593,tree
9.415387429261203,19.356743369908074,4.66355062491792,2.239189007938748,car
12.444841304182974,25.677328921280875,5.925648037560642,3.1593698423819125,bike
8.792396408325219,14.306049369114968,3.964404130870175,0.8078126167305343,phone
14.95460434720251,17.71909927148641,6.652763304676121,2.924010725684403,house
15.866001112351606,16.979125988868127,8.040914866677623,4.14184337466196,tree
10.881250987858857,19.605659539676175,4.722575833200407,1.9975976223739709,car
11.328835896521033,24.570092458298763,6.318390893650142,3.4661741410713223,bike
7.288000579500855,15.047573365859979,3.844684676711654,1.0647925786587884,phone
13.43894167402974,17.597464852130805,7.004174931310428,2.8902372032529104,house
16.139421084092632,17.970176168725224,8.054520104294031,4.013881298799865,tree
9.447572680755952,20.10094179399934,5.2475914481222405,2.2251088799705667,car
11.498819835245927,24.15971057128985,5.983470782586681,3.115029677217576,bike
7.305221451562526,15.649150355916666,4.168350551704196,1.2789565755405639,phone
13.326701792269734,18.616116234750457,7.427100303875248,3.3254203640083033,house
15.946920430651934,16.467738192936345,8.236405524075996,4.079880536084939,tree
10.697465997141522,20.146018708763922,5.346801951639803,2.4077186099199634,car
11.687764443675569,25.19651559118539,5.792315930900989,2.507296775899533,bike
8.768990737444978,14.93932728318575,4.036233073039421,0.9791845701964931,phone
13.068762181227186,17.255928233684955,6.623798525619037,3.3130228191729056,house
16.82045144878841,16.661826295333476,8.450274364254895,3.915032048230766,tree
9.827263671306165,19.470587845932247,5.383122666266482,2.236623725930095,car
11.158140780196973,24.145353844728753,5.872242576611762,3.4638747192695183,bike
7.744946242944408,15.951973487629402,3.5653576923384414,1.4758591155641136,phone
13.411157895206934,17.07310953694506,6.910187383849905,3.3634103355257516,house
15.400576315130088,17.27056375490258,8.45302241587483,3.900514632614957,tree
10.114450985638374,20.794652493617917,5.040539908458515,2.3544694654269502,car
11.219818821278974,25.07462057238509,5.708087177359627,3.191435919957116,bike
8.95174395759696,14.761679357769026,4.078600080297818,1.4718177353032362,phone
13.764756669556224,17.614176660026665,7.16862525732532,2.8159387904727353,house
15.226634424242267,16.0251815228296,7.751747318362964,3.6668243538802776,tree
9.765030278899165,19.809204046527203,5.169072363946307,1.9910045340577303,car
12.592683487459379,24.904209855641337,5.917843922127451,3.132919555180668,bike
8.665607562902787,14.622331834691323,3.770775308260398,1.4629642356491592,phone
13.102356677007613,18.926703992906546,7.408960650617558,3.3358291541360163,house
15.639119339872376,17.124459794093017,7.708043880351797,3.7286519642354645,tree
10.383988321458729,20.760290892430767,4.79020893680365,1.9254059985460679,car
11.77069753506806,25.63126479319015,5.860991172600216,3.0539499456870387,bike
7.09492299837051,14.969195592673852,3.8371774688284264,1.055292970111661,phone
14.660100823059636,17.68275709282933,7.312728409220229,3.2870245997942913,house
16.963495897034985,17.22305224244998,7.529215744172074,4.19378743283746,tree
9.676045082028704,19.053120201255425,4.761676033714839,2.4154797186529313,car
12.95122971794398,24.78242586877991,5.527410372622887,3.162214137599458,bike
7.311042459266012,15.42506410215406,3.8153279757734473,1.1895043672357528,phone
14.99349919882809,17.230601753765917,6.975382521104036,3.3404714955403754,house
16.087005154856932,17.469825568641898,7.720817839506559,3.9667936209596366,tree
10.525432360401153,19.377961113877554,5.092590668025699,2.496180332453493,car
12.44784548791514,25.532746753645863,6.349587636719551,3.175970544271045,bike
7.007574922937904,15.560753459929032,4.151637942350147,1.3275099014054952,phone
13.810222763412972,17.22499328963245,6.531202066474245,3.007110006495568,house
16.840188506237947,16.026994479935343,7.5587599391873725,3.7596393491566817,tree
9.384612389799114,20.592608071763525,5.431774483094628,2.3455112775311293,car
12.156822555900938,24.035332738343016,5.920948547938815,2.6207776591106446,bike
8.638343462363414,14.285901350574385,3.5167615291705836,0.9162229779493115,phone
14.497496288395059,17.57114342111283,7.153937272334623,3.1655626158203476,house
15.375558775469923,17.50342886289989,8.36852014878673,4.372525388448938,tree
10.360752264052298,20.44870962335419,4.897121739238458,1.9287053868217012,car
11.727648641486354,24.588144503987976,5.5644140860840015,3.47019878661587,bike
7.812596166104785,14.272164449161753,4.236390392342912,0.9044049618450266,phone
14.298252813658182,18.356557571230155,7.481864604979641,2.907628793665061,house
16.05787147937724,17.437636117309015,8.187725458842769,3.561234082206247,tree
9.512498436676006,20.11579189572411,5.030933207292733,1.9244757981041116,car
11.75127683007536,24.110919517368494,6.1744931986986025,3.432520401449069,bike
8.851336297277777,15.982375495194129,4.042200983611894,1.0609749804860824,phone
14.248474589840276,18.255155623618712,7.346322825077277,3.1234471137460162,house
16.65896720323935,16.956667618443735,8.35860970514325,4.274730582152661,tree
9.55726230699213,20.17032764895768,4.796633680327226,2.2915456425735465,car
12.142765979454813,24.191573544127515,6.270686877359904,2.820583481103,bike
7.283629036487062,15.193644654060218,3.9601927476309955,1.4014986284708402,phone
13.610339518574303,17.189842309537134,6.573998932072593,3.219927220408554,house
16.12862289872615,17.38630826381818,8.423830025127268,3.75483645277376,tree
10.878456151147267,19.01793652946138,4.818869021661282,1.9364194149519602,car
12.055159284389934,24.729775092828408,5.609616734116726,3.392870277971614,bike
8.30191376141139,14.368890508582945,3.5129015121327662,0.943402249796614,phone
13.500713643065852,17.199861546282808,7.2014054092958,3.3720178092548494,house
16.323566789584167,16.316563283833773,8.339885162846663,4.4951736342030255,tree
9.172750077915582,19.95571823459618,5.000679413048292,2.082701536959869,car
11.104275854598349,24.798366298314676,6.387149680731741,2.81554989065649,bike
8.59000744461689,14.68234315832546,3.780050624626268,1.1492426143265428,phone
14.230879285913929,17.984811356657648,6.978855771776911,3.474944813460802,house
15.534536209376094,17.459498571287963,8.194206797560355,4.290401030463203,tree
9.737249820967772,19.16826078750611,5.303832271491272,1.988026588160722,car
12.299469433488962,25.37700711311212,6.266558764171561,3.3710391498991776,bike
8.142547059724054,15.207809092995488,4.489085030512369,1.4037803786901848,phone
14.509346473484685,18.190544589818344,7.426730829698474,3.30819998221267,house
16.231167659752742,16.80350983262461,8.212137392978015,3.863821042671833,tree
9.942089055708703,19.089273926192398,5.28911884218868,2.1734699554215196,car
11.145664383596982,25.614561510432306,6.030448422958017,2.7641452699532643,bike
7.912115727349345,15.680159318924808,4.044072871517893,0.9051847432415246,phone
13.396711250735246,18.910130301956396,7.023870266340541,3.2714022624254055,house
16.279796348998683,16.53977779549308,7.6895762085511254,4.403204577090147,tree
10.036478519145358,19.03621098929929,5.331177361457631,2.3507211287244534,car
12.71952914079737,24.49822447816781,5.839690011167803,3.2631257853870665,bike
8.414036371040197,15.768963768388163,3.5722324749385397,1.1246495351987382,phone
13.25107382335326,18.70833526692176,6.703017924355116,3.3252327564276296,house
15.40271190689818,16.92715772302128,7.6507263908167955,3.6757036274427852,tree
10.52541011913447,20.556812294400576,5.073185488959078,2.383661214947236,car
12.820114526456875,24.29386919370534,6.125348921229347,3.4150162539432682,bike
8.808971893548293,14.249760528394031,4.2945534429577155,1.3927447848745842,phone
14.355239172905673,18.751066639697484,7.074541659157451,3.2573554733567827,house
15.98904655084846,17.850621691487106,8.366274037177396,3.964927511283395,tree
9.592718018753638,19.54130832813064,5.148006866870958,1.8525222593361053,car
12.12465468006299,25.219035320849038,5.785755015905828,3.139158899595162,bike
7.096493454468307,14.103605190586661,4.370414226856996,1.4844471284669634,phone
13.469755327887773,17.946946890210228,6.593025117432967,3.4594956318251464,house
15.84741459382777,16.573286166942935,8.11435045566024,3.769372147374754,tree
9.436215139878213,19.472473819734958,5.006933864524721,2.0826290353445343,car
12.889668544318674,24.414847685572834,5.74860947353372,3.3148646905775965,bike
8.416834192397197,14.730273911201664,3.5642665214464047,1.3833803768899329,phone
13.061546287233451,18.09003388403935,7.470158931516192,2.9794703855052016,house
15.119609742157785,17.13539373051698,7.992340581563295,3.6843283220769227,tree
9.72771742557535,19.9889362929685,5.184362650294864,2.406008957677266,car
11.436980869361383,24.13550086934224,5.947691999806839,2.5055836986826874,bike
8.573902052163088,14.385371480704588,3.6076593446209184,0.9030390512855675,phone
14.259273779070828,17.36687406423247,7.347300802871747,3.474994197079159,house
16.933782425419416,17.39332120418851,7.638451816085193,3.546527143422024,tree
9.91566060644044,20.031619549468964,5.460460727350537,2.192383344282394,car
11.254130874803392,25.27192272552221,5.83267723620175,2.9889573210945306,bike
7.691783777172167,15.632069321526979,4.066012005669702,1.2279602849453823,phone
13.363902991677037,17.378303505316456,7.128775029279401,3.361829179195711,house
16.70682343260876,17.770788569111733,8.379496041971363,4.410765061509419,tree
10.367957721880472,20.09593940177365,5.333122639517903,2.0659428197993734,car
12.782914488814335,24.4437028388707,5.5262501142205025,2.6108136046280697,bike
7.20055718070396,14.819489005725018,3.549529395213998,0.9836751926635847,phone
13.745166140398137,17.54968667115431,6.704377284815898,3.4809684742604157,house
15.80804483833061,17.408338360618554,8.161089260538047,3.5689204771546987,tree
10.564746679736194,20.14148317695661,4.798621593228191,2.2204914904282815,car
12.26067304925378,25.032562767343467,5.914497922852519,2.64256635960003,bike
7.1610813949954615,15.572235567861506,3.5574716521830743,1.0312771742269617,phone
14.034776688398123,18.097063520237423,6.897872246044424,2.979361348244,house
16.06376053153192,17.80485338266956,8.309527138455948,3.914570221419715,tree
9.62986489017265,20.114310273873098,5.361621736231925,2.2358853596949975,car
11.491277477390783,24.52727476065735,6.2425632057102405,3.179427813419815,bike
8.589289489612497,14.425323959322435,3.6432029768303664,0.989288205982139,phone
13.451934929928322,17.685996656839535,6.794304043082389,3.2795227063906713,house
15.382460867488403,16.08388992288852,7.670349589669413,3.9771745751531227,tree
9.336136062350487,19.057330260905555,5.281678336959057,2.4201672421582807,car
12.825329960850775,25.331572338112224,5.619826374962418,3.0610939418042573,bike
7.768603083520486,14.70662262519473,4.090401090520557,1.4631083176135808,phone
14.16376531411302,17.487143962410435,7.002100746134871,3.41876462721094,house
16.010189236776043,17.14841973870381,8.07174268864108,3.7267449091026768,tree
9.521938422782418,20.70144796865197,4.940586806420882,1.9880179833092775,car
12.841476350481058,25.386507975151826,5.967027792191605,3.3629945180621266,bike
7.7322887738518435,14.774520185220995,3.5877456683444287,1.2045564127644293,phone
14.621914206521822,17.29336120896506,7.264567153860969,2.9904878116451163,house
15.770388062156997,17.960551898738657,7.982610775022332,3.753705978053727,tree
10.262020425963183,20.470976009377626,4.746913746869267,2.4231560041858184,car
11.133729468588951,25.646167846625442,5.710675630588157,2.987318688020011,bike
7.916217816300653,14.743689641185535,4.3961225388558915,1.0782242164003444,phone
14.063665483987027,17.03534330645069,6.989534868769718,2.9489034542409183,house
16.09855796370381,17.04223570504959,7.66339148482642,3.7718881523847445,tree
10.600161371370989,19.73520663353368,4.937682665802124,2.317654027099655,car
12.968192823270918,24.224492620596262,5.762199730880126,3.071860387110679,bike
7.386285412391799,15.467490623548246,3.997888719405675,1.4948462946314585,phone
14.085415311064072,17.03443020676058,6.520754428205076,3.00432148561008,house
15.235318102433002,16.254098885479152,8.46399046255929,4.3401297436717305,tree
9.880085737350011,19.16022318325512,5.473871475873959,2.3334876944745044,car
11.076131444565936,25.066159641875064,5.508178006275286,2.504379303578099,bike
8.797313494037452,14.245190773265023,3.642239191474972,1.1323452572204988,phone
14.56175823935393,18.334475802939245,7.487520343543567,3.397608310908715,house
15.855831199622624,16.740360013972882,7.602318475943257,3.96917698635063,tree
9.812446669079705,19.63268861883777,5.275686294226634,2.374499656654097,car
11.256750441723907,25.0839059098387,6.142430466590218,3.013902279339088,bike
8.709499269860986,14.350542477098896,4.15815937091883,1.089940881889601,phone
14.040571337978959,18.793806080299415,7.07085599196609,3.3036998927303065,house
16.29133820649736,16.282965061607243,7.7530413635996105,3.5215695634325628,tree
10.68177360581225,19.322126549347644,5.311394623496443,1.916731703484459,car
12.002598569712303,24.8896809210969,6.392332780677989,2.6669406016788115,bike
7.919286254754582,14.819618109931055,3.951599296111657,1.2073077471474734,phone
13.680339431173342,17.832557382783154,6.825178250103653,3.2731918916779184,house
15.401279685574766,16.545390406053723,7.871414641730789,3.9230023120867314,tree
10.23351827348527,20.988836337197384,4.889432532104128,2.355250254019589,car
12.034856113915543,24.950387816352983,6.200512934163599,2.836783893108585,bike
7.971404688519707,15.815110804391189,3.820772200394804,0.9883248204924187,phone
14.63077287055791,18.08284245017192,7.362431569950653,3.193533574922715,house
15.556267396130023,17.61279687505456,8.108858708945332,3.9055738201136196,tree
